id,airport_from,airport_to,distance_km,flight_time_hr
10019,KMR,AEG,564,0.71
10020,KMR,EWI,1800,2.15
10021,KMR,BMU,1490,1.92
10022,KMR,TTR,2742,3.24
10023,KMR,KLP,864,1.05
10024,KMR,ONI,1954,2.59
10025,KMR,TJS,1740,2.27
10026,KMR,DOB,2200,2.86
10027,KMR,BXM,2302,2.72
10028,KMR,DUM,285,0.36
10029,KMR,ENE,740,0.92
10030,KMR,HLP,181,0.23
10031,KMR,SKJ,2252,2.69
10032,KMR,BEJ,192,0.24
10033,KMR,CXP,3059,3.8
10034,KMR,WAR,1981,2.59
10035,KMR,DJB,3478,4.34
10036,KMR,RPI,2282,2.7
10037,KMR,PSJ,331,0.43
10038,KMR,ZEG,1138,1.46
10039,KMR,BKS,710,0.86
10040,KMR,MPC,2742,3.46
10041,KMR,DPS,3305,4.2
10042,KMR,RUF,2909,3.58
10043,KMR,JIO,1808,2.31
10044,KMR,INX,1177,1.49
10045,KMR,TXE,2034,2.58
10046,KMR,PWL,903,1.13
10047,KMR,UOL,2629,3.5
10048,KMR,BXW,234,0.3
10049,KMR,IUL,2403,3.08
10050,KMR,TRT,1831,2.2
10051,KBF,MES,1151,1.38
10052,KBF,TRK,2755,3.6
10053,KBF,MTW,1819,2.29
10054,KBF,WSR,3075,4.06
10055,KBF,TKG,494,0.58
10056,KBF,ZRI,2573,3.2
10057,KBF,MKW,3342,4.17
10058,KBF,MJU,1410,1.86
10059,KBF,DEX,1707,2.1
10060,KBF,KLK,202,0.24
10061,KBF,MNA,269,0.32
10062,KBF,TMH,1359,1.69
10063,KBF,WASS,1719,2.21
10064,KBF,TTE,3042,3.81
10065,KBF,JIO,591,0.71
10066,KBF,PKU,2621,3.4
10067,KBF,TJQ,1310,1.57
10068,KBF,TFY,2573,3.19
10069,KBF,NRE,849,1.02
10070,KBF,RAQ,2319,2.73
10071,KBF,BEJ,1419,1.72
10072,KBF,SXK,1840,2.27
10073,KBF,DJJ,467,0.6
10074,KBF,AKM,2370,2.84
10075,KBF,KRC,1486,1.86
10076,KBF,MXB,1774,2.13
10077,KBF,KXB,2981,3.67
10078,KBF,SMQ,937,1.11
10079,KBF,ONI,2076,2.63
10080,KBF,PWL,2860,3.39
10081,KBF,AAP,3375,4.05
10082,KBF,WET,1542,2.05
10083,KBF,BXW,1453,1.86
10084,KBF,TMY,223,0.27
10085,KBF,CJN,1701,2.11
10086,KBF,KSR,3164,4.04
10087,KBF,JBB,573,0.73
10088,KBF,WUB,1617,1.9
10089,KBF,PSJ,2958,3.59
10090,KBF,WHI,354,0.43
10091,KBF,SKO,2860,3.78
10092,KBF,SHE,2240,2.71
10093,KBF,TJC,3246,4.16
10094,KBF,PKN,632,0.76
10095,KBF,ARD,1756,2.16
10096,KBF,MDP,1686,2.23
10097,KBF,LBW,1490,1.82
10098,KBF,KSX,2611,3.18
10099,KBF,NAM,2961,3.91
10100,KBF,SNX,3022,3.67
10101,KEQ,SUB,2576,3.12
10102,KEQ,RTU,2874,3.57
10103,KEQ,ELR,1453,1.77
10104,KEQ,TRT,3455,4.11
10105,KEQ,SRG,241,0.29
10106,KEQ,BEJ,2399,2.92
10107,KEQ,ZRI,2818,3.65
10108,KEQ,RJM,2871,3.51
10109,KEQ,SMQ,927,1.15
10110,KEQ,LWE,1139,1.4
10111,KEQ,DTD,647,0.78
10112,KEQ,OJU,1948,2.53
10113,KEQ,TTE,1780,2.35
10114,KEQ,FLZ,433,0.52
10115,KEQ,MKW,600,0.77
10116,KEQ,PDG,2363,2.98
10117,KEQ,WAR,2336,2.96
10118,KEQ,GTO,2859,3.66
10119,KEQ,DOB,3089,3.86
10120,KEQ,SOQ,2242,2.71
10121,KEQ,NKD,195,0.24
10122,KEQ,KDI,193,0.25
10123,KEQ,RSK,2971,3.92
10124,KEQ,EWI,3648,4.63
10125,KEQ,BDJ,481,0.6
10126,KEQ,BRG,1216,1.48
10127,KEQ,CXP,2686,3.25
10128,KEQ,CGK,2435,3.17
10129,KEQ,TJB,3059,3.65
10130,KEQ,KOD,723,0.9
10131,KEQ,MDC,2752,3.3
10132,KEQ,ILG,337,0.43
10133,KEQ,SIW,2070,2.75
10134,KEQ,ENE,1692,2.04
10135,KEQ,TPK,2129,2.7
10136,KEQ,NTX,724,0.86
10137,KEQ,LBW,545,0.71
10138,KEQ,WASS,2217,2.86
10139,KEQ,TFY,1300,1.55
10140,KEQ,MDP,2363,2.96
10141,KEQ,AYW,671,0.81
10142,KEQ,TNJ,3693,4.77
10143,KEQ,PLW,3177,4.05
10144,KEQ,TMB,762,0.97
10145,KEQ,NAM,2861,3.47
10146,KEQ,MJU,2111,2.68
10147,KEQ,LPU,2176,2.8
10148,KEQ,NAH,1276,1.51
10149,KEQ,LKA,2209,2.65
10150,KEQ,LLO,2723,3.56
10151,LLN,DTD,2341,3.11
10152,LLN,SUB,2917,3.53
10153,LLN,WHI,409,0.53
10154,LLN,ZRI,2153,2.78
10155,LLN,MTW,1351,1.62
10156,LLN,TIM,920,1.22
10157,LLN,BXG,3171,4.19
10158,LLN,MAL,2024,2.46
10159,LLN,MDP,451,0.53
10160,LLN,AGD,2168,2.82
10161,LLN,CJN,2908,3.46
10162,LLN,MJU,1547,2.03
10163,LLN,UBR,289,0.37
10164,LLN,TJC,2349,3.07
10165,LLN,BJW,200,0.24
10166,LLN,TMB,3676,4.38
10167,LLN,PSU,569,0.7
10168,LLN,MLG,3388,4.3
10169,LLN,PXA,3001,3.77
10170,LLN,KBU,1837,2.21
10171,LLN,OTI,1071,1.36
10172,LLN,EWE,947,1.16
10173,LLN,RGT,2801,3.31
10174,LLN,LII,3693,4.41
10175,LLN,DJB,936,1.25
10176,LLN,DRH,3260,3.97
10177,LLN,NAH,2332,2.98
10178,LLN,SXK,763,0.93
10179,LLN,RAQ,877,1.1
10180,LLN,GAV,2764,3.37
10181,LLN,LLO,2961,3.5
10182,LLN,KRC,2879,3.39
10183,LLN,CGK,572,0.76
10184,LLN,AKQ,3510,4.57
10185,LLN,EWI,2687,3.39
10186,LLN,SQG,1002,1.21
10187,LLN,TBX,1808,2.35
10188,LLN,PDG,1046,1.37
10189,LLN,BWX,3549,4.24
10190,LLN,SMQ,181,0.24
10191,LLN,MAP,2439,3.15
10192,LLN,IUL,224,0.29
10193,LLN,YIA,1635,2.0
10194,LLN,LBJ,141,0.18
10195,LLN,FLZ,1778,2.23
10196,LLN,BEJ,2266,2.72
10197,LLN,JOG,2255,2.91
10198,LLN,BTJ,2025,2.55
10199,LLN,SQN,2666,3.18
10200,LLN,KEI,507,0.62
10201,KEI,MNA,3138,3.74
10202,KEI,WRR,1605,1.95
10203,KEI,BTH,1398,1.77
10204,KEI,BJG,1607,2.09
10205,KEI,TTR,976,1.21
10206,KEI,KOX,1702,2.19
10207,KEI,PPJ,785,0.98
10208,KEI,LOP,1700,2.0
10209,KEI,AYW,2752,3.44
10210,KEI,NKD,3688,4.66
10211,KEI,TMY,482,0.6
10212,KEI,DRH,956,1.13
10213,KEI,BXT,873,1.12
10214,KEI,AAS,209,0.26
10215,KEI,MKW,3007,3.97
10216,KEI,NRE,2639,3.27
10217,KEI,KSR,1793,2.18
10218,KEI,BXD,2757,3.51
10219,KEI,FLZ,2252,2.7
10220,KEI,KWB,2707,3.36
10221,KEI,ONI,2597,3.12
10222,KEI,TJS,2565,3.27
10223,KEI,DOB,848,1.05
10224,KEI,OKL,2050,2.46
10225,KEI,ATS,1363,1.77
10226,KEI,BXG,1642,2.18
10227,KEI,MAL,1221,1.44
10228,KEI,KRC,2367,3.13
10229,KEI,LBJ,1844,2.34
10230,KEI,JOG,453,0.55
10231,KEI,LKA,2695,3.38
10232,KEI,BDJ,635,0.84
10233,KEI,MES,2397,2.85
10234,KEI,ZEG,2577,3.09
10235,KEI,KOD,391,0.47
10236,KEI,DTB,1469,1.76
10237,KEI,TPK,1304,1.71
10238,KEI,BMU,2581,3.32
10239,KEI,LUW,838,1.04
10240,KEI,LBW,1814,2.21
10241,KEI,LSE,1312,1.71
10242,KEI,PGK,2436,2.96
10243,KEI,MPC,2294,2.93
10244,KEI,GNS,138,0.18
10245,KEI,BJW,3251,4.03
10246,KEI,MDP,2453,3.26
10247,KEI,TNB,424,0.53
10248,KEI,MAP,1503,1.86
10249,KEI,GTO,3359,4.06
10250,KEI,KBX,1016,1.26
10251,KOX,RKI,2100,2.49
10252,KOX,MSA,2630,3.15
10253,KOX,NPO,3080,4.01
10254,KOX,LSR,3461,4.12
10255,KOX,TLI,2425,2.99
10256,KOX,AAS,2935,3.51
10257,KOX,JOG,2064,2.72
10258,KOX,MOA,1395,1.64
10259,KOX,BDO,1387,1.71
10260,KOX,HMS,968,1.22
10261,KOX,SKJ,3019,3.92
10262,KOX,DEX,3236,3.94
10263,KOX,MAP,1165,1.39
10264,KOX,LLO,1223,1.55
10265,KOX,PSU,2123,2.78
10266,KOX,AKM,2789,3.47
10267,KOX,RTG,3579,4.47
10268,KOX,MRB,3614,4.52
10269,KOX,INX,258,0.34
10270,KOX,DTD,2289,2.79
10271,KOX,YIA,2983,3.52
10272,KOX,SUP,3540,4.26
10273,KOX,ZEG,3299,4.28
10274,KOX,PPR,2833,3.43
10275,KOX,DTB,2284,2.83
10276,KOX,DRH,1645,2.17
10277,KOX,TPK,335,0.4
10278,KOX,MDC,3197,4.11
10279,KOX,DUM,212,0.27
10280,KOX,BMU,2425,2.88
10281,KOX,BDJ,2560,3.31
10282,KOX,LOP,2586,3.33
10283,KOX,OKL,1277,1.6
10284,KOX,TJG,3553,4.71
10285,KOX,SAU,3421,4.19
10286,KOX,MES,3218,3.93
10287,KOX,BXT,3107,3.72
10288,KOX,ARD,2042,2.6
10289,KOX,LII,1621,1.97
10290,KOX,KLP,2662,3.29
10291,KOX,KOD,859,1.1
10292,KOX,NBX,3137,4.01
10293,KOX,RSK,3542,4.25
10294,KOX,UBR,2415,2.96
10295,KOX,KOE,1119,1.48
10296,KOX,PLM,596,0.72
10297,KOX,ENE,3065,3.74
10298,KOX,MOH,1285,1.55
10299,KOX,KXB,2290,2.93
10300,KOX,BXM,3589,4.3
10301,FOO,NAM,1592,1.92
10302,FOO,AGD,2961,3.73
10303,FOO,BXB,992,1.22
10304,FOO,SBG,3296,4.01
10305,FOO,TJC,2929,3.7
10306,FOO,SNX,3078,3.67
10307,FOO,WNI,856,1.03
10308,FOO,MES,630,0.76
10309,FOO,DEX,538,0.7
10310,FOO,TTE,2844,3.49
10311,FOO,NKD,1087,1.35
10312,FOO,TBX,2193,2.79
10313,FOO,MLG,999,1.19
10314,FOO,TMH,2014,2.41
10315,FOO,PGK,1887,2.23
10316,FOO,TXE,3114,4.05
10317,FOO,DPS,3627,4.53
10318,FOO,PDG,1683,2.1
10319,FOO,LBW,963,1.17
10320,FOO,CGK,3462,4.11
10321,FOO,ONI,3261,3.88
10322,FOO,LOP,3327,4.43
10323,FOO,MTW,492,0.63
10324,FOO,SXK,1962,2.48
10325,FOO,NAH,2242,2.76
10326,FOO,MJU,2847,3.39
10327,FOO,OKL,3163,4.17
10328,FOO,WSR,2423,2.96
10329,FOO,BXT,2178,2.63
10330,FOO,SMQ,2431,3.21
10331,FOO,SUP,3380,4.24
10332,FOO,ZEG,896,1.19
10333,FOO,SIQ,2466,3.1
10334,FOO,JBB,2457,3.11
10335,FOO,KOD,1901,2.26
10336,FOO,MOH,2459,3.08
10337,FOO,TMC,2772,3.41
10338,FOO,KEI,2989,3.87
10339,FOO,GYO,1984,2.63
10340,FOO,JKT,2806,3.64
10341,FOO,MOA,252,0.32
10342,FOO,NPO,2105,2.52
10343,FOO,RGT,1102,1.39
10344,FOO,TMX,899,1.14
10345,FOO,TRK,1671,2.06
10346,FOO,MXB,1588,1.98
10347,FOO,KEQ,1740,2.13
10348,FOO,AAP,1812,2.39
10349,FOO,GHS,2603,3.15
10350,FOO,WASS,3631,4.68
10351,LHI,WET,2997,3.9
10352,LHI,SIW,3037,3.74
10353,LHI,TJB,515,0.62
10354,LHI,SWQ,1236,1.51
10355,LHI,UPG,2064,2.55
10356,LHI,LSW,406,0.49
10357,LHI,KJX,3221,3.82
10358,LHI,BJW,801,0.94
10359,LHI,BWX,2201,2.8
10360,LHI,RJM,3358,4.08
10361,LHI,BXM,419,0.56
10362,LHI,PPR,2501,3.11
10363,LHI,MLG,2018,2.69
10364,LHI,ILG,2366,2.95
10365,LHI,KSR,3178,3.93
10366,LHI,RUF,2446,2.99
10367,LHI,BMU,2989,3.77
10368,LHI,BPN,3341,4.13
10369,LHI,MEQ,2575,3.12
10370,LHI,ATS,2982,3.68
10371,LHI,MDC,3151,4.08
10372,LHI,GHS,1725,2.09
10373,LHI,BDO,822,1.07
10374,LHI,NDA,2585,3.43
10375,LHI,MOA,3308,4.26
10376,LHI,GAV,1593,2.09
10377,LHI,PLM,3080,3.95
10378,LHI,OTI,1336,1.72
10379,LHI,KDI,3316,4.09
10380,LHI,FOO,2590,3.3
10381,LHI,RSK,1114,1.46
10382,LHI,JKT,645,0.77
10383,LHI,DRH,160,0.21
10384,LHI,KLK,1109,1.42
10385,LHI,MXB,2635,3.28
10386,LHI,LOP,1755,2.09
10387,LHI,PWL,2195,2.84
10388,LHI,KRC,1884,2.24
10389,LHI,BXW,1422,1.85
10390,LHI,AMQ,3159,3.9
10391,LHI,KMR,2122,2.51
10392,LHI,TKG,1696,2.04
10393,LHI,BJG,2771,3.37
10394,LHI,TNJ,3422,4.24
10395,LHI,OJU,556,0.67
10396,LHI,WMX,2542,2.99
10397,LHI,MDP,2552,3.23
10398,LHI,MKQ,649,0.83
10399,LHI,RGT,1446,1.84
10400,LHI,WNI,3692,4.72
10401,MAP,DJJ,1245,1.65
10402,MAP,LSE,3645,4.32
10403,MAP,NAH,834,1.02
10404,MAP,SRG,554,0.71
10405,MAP,LHI,1963,2.31
10406,MAP,LYK,1293,1.65
10407,MAP,WSR,3103,3.86
10408,MAP,BXM,1583,1.87
10409,MAP,SUP,203,0.27
10410,MAP,PKN,446,0.55
10411,MAP,CPF,2809,3.62
10412,MAP,KNG,351,0.42
10413,MAP,LAH,425,0.56
10414,MAP,LKA,2249,2.82
10415,MAP,KOE,3673,4.51
10416,MAP,TNB,1625,2.08
10417,MAP,LMU,1029,1.28
10418,MAP,KNO,2004,2.52
10419,MAP,KMR,1848,2.18
10420,MAP,LBW,2306,2.88
10421,MAP,JIO,1924,2.49
10422,MAP,MES,429,0.52
10423,MAP,RSK,1617,1.99
10424,MAP,PNK,2224,2.84
10425,MAP,GEB,3305,4.12
10426,MAP,MNA,2029,2.49
10427,MAP,BDO,1894,2.36
10428,MAP,MDC,1646,2.17
10429,MAP,PWL,2181,2.77
10430,MAP,LSR,1016,1.33
10431,MAP,BPN,2843,3.68
10432,MAP,ARD,2774,3.43
10433,MAP,TLI,2291,2.95
10434,MAP,PLW,2129,2.79
10435,MAP,PCB,3176,3.79
10436,MAP,LOP,3098,3.97
10437,MAP,TPK,3375,4.03
10438,MAP,SOQ,559,0.73
10439,MAP,MAL,3603,4.48
10440,MAP,WGP,1786,2.16
10441,MAP,BXT,1719,2.18
10442,MAP,TMY,3466,4.44
10443,MAP,SUB,544,0.64
10444,MAP,TRK,1153,1.48
10445,MAP,PDG,2182,2.66
10446,MAP,ZRM,2640,3.26
10447,MAP,JOG,2471,3.07
10448,MAP,NDA,468,0.58
10449,MAP,MKQ,2713,3.26
10450,MAP,HLP,3177,3.98
10451,ZRM,KSR,404,0.52
10452,ZRM,MXB,233,0.3
10453,ZRM,KLP,3438,4.09
10454,ZRM,KRC,1878,2.23
10455,ZRM,BXT,1549,1.87
10456,ZRM,LKA,2006,2.58
10457,ZRM,BUI,328,0.41
10458,ZRM,KOX,745,0.98
10459,ZRM,SRG,1847,2.39
10460,ZRM,WRR,2148,2.57
10461,ZRM,HLP,999,1.26
10462,ZRM,DTB,2234,2.72
10463,ZRM,MDP,2356,2.89
10464,ZRM,SUP,3664,4.33
10465,ZRM,TNB,3573,4.26
10466,ZRM,JOG,1811,2.24
10467,ZRM,TLI,3403,4.04
10468,ZRM,MTW,863,1.04
10469,ZRM,KNO,1674,2.21
10470,ZRM,MDC,2003,2.4
10471,ZRM,DUM,2453,3.13
10472,ZRM,RPI,557,0.66
10473,ZRM,LUV,3011,3.95
10474,ZRM,KXB,2823,3.43
10475,ZRM,KWB,925,1.14
10476,ZRM,KDI,658,0.79
10477,ZRM,TMB,1711,2.2
10478,ZRM,KOE,214,0.26
10479,ZRM,SIW,360,0.45
10480,ZRM,TSY,2278,2.69
10481,ZRM,MLG,504,0.62
10482,ZRM,LAH,1239,1.63
10483,ZRM,LHI,2271,2.98
10484,ZRM,ZEG,2418,2.95
10485,ZRM,ZRI,1826,2.16
10486,ZRM,ABU,2027,2.63
10487,ZRM,SKJ,399,0.5
10488,ZRM,KLK,2526,3.19
10489,ZRM,PPJ,1456,1.85
10490,ZRM,AKM,1190,1.53
10491,ZRM,NAH,1537,1.92
10492,ZRM,DTD,3427,4.52
10493,ZRM,MOH,1060,1.35
10494,ZRM,WHI,814,0.98
10495,ZRM,PPR,2257,2.82
10496,ZRM,UPG,1059,1.32
10497,ZRM,LSR,641,0.79
10498,ZRM,NRE,281,0.34
10499,ZRM,KMR,3595,4.72
10500,ZRM,GEB,3080,3.97
10501,RJM,MPC,2441,3.17
10502,RJM,ONI,2386,3.18
10503,RJM,SBG,3225,3.82
10504,RJM,OKL,1375,1.78
10505,RJM,SOQ,3147,4.11
10506,RJM,KBF,2990,3.78
10507,RJM,CXP,2996,3.65
10508,RJM,TRK,3599,4.5
10509,RJM,UPG,2473,3.2
10510,RJM,OJU,902,1.17
10511,RJM,AAS,826,1.05
10512,RJM,RAQ,1511,1.84
10513,RJM,ILG,1011,1.27
10514,RJM,LUV,3512,4.43
10515,RJM,AMQ,1458,1.93
10516,RJM,SHE,3045,3.77
10517,RJM,PGK,1401,1.85
10518,RJM,LSW,1368,1.7
10519,RJM,DTB,1136,1.38
10520,RJM,NDA,3483,4.43
10521,RJM,LSR,3113,3.67
10522,RJM,MNA,1691,2.01
10523,RJM,TLI,2541,3.16
10524,RJM,BXD,541,0.71
10525,RJM,WMX,2804,3.35
10526,RJM,KSR,1007,1.34
10527,RJM,CPF,2333,2.8
10528,RJM,UOL,3470,4.48
10529,RJM,FOO,207,0.27
10530,RJM,LLO,3650,4.86
10531,RJM,LOP,1438,1.75
10532,RJM,ATS,1455,1.91
10533,RJM,TMY,2253,2.76
10534,RJM,KRC,2764,3.38
10535,RJM,YIA,1190,1.5
10536,RJM,GAV,2069,2.58
10537,RJM,KBU,3486,4.5
10538,RJM,GEB,2822,3.47
10539,RJM,SUB,3575,4.41
10540,RJM,TJS,2788,3.38
10541,RJM,KOD,2508,3.11
10542,RJM,LSE,2961,3.84
10543,RJM,SOC,3475,4.27
10544,RJM,GLX,885,1.07
10545,RJM,PXA,1457,1.79
10546,RJM,PKY,2939,3.77
10547,RJM,DPS,3581,4.31
10548,RJM,NNX,1565,2.07
10549,RJM,SQG,3278,4.07
10550,RJM,SNX,1254,1.65
10551,RDE,WSR,2245,2.84
10552,RDE,TLI,145,0.17
10553,RDE,ENE,2197,2.76
10554,RDE,SQG,1199,1.52
10555,RDE,YIA,3101,4.12
10556,RDE,TJB,2379,2.9
10557,RDE,BJG,2820,3.58
10558,RDE,INX,1368,1.64
10559,RDE,TSY,3614,4.52
10560,RDE,BXG,3493,4.15
10561,RDE,RTG,656,0.86
10562,RDE,PXA,2470,3.14
10563,RDE,KSR,2211,2.67
10564,RDE,DPS,2267,2.77
10565,RDE,GAV,1104,1.33
10566,RDE,NDA,3523,4.52
10567,RDE,SKO,1524,1.98
10568,RDE,AKM,674,0.89
10569,RDE,BJW,2249,2.93
10570,RDE,WHI,2109,2.51
10571,RDE,SOC,2583,3.19
10572,RDE,CJN,739,0.89
10573,RDE,KLK,3216,3.98
10574,RDE,BIK,3286,4.03
10575,RDE,AXO,1576,1.9
10576,RDE,SAU,2432,2.93
10577,RDE,HMS,598,0.78
10578,RDE,DTB,2032,2.56
10579,RDE,NKD,2557,3.1
10580,RDE,BXB,3490,4.13
10581,RDE,NPO,2172,2.59
10582,RDE,CGK,2241,2.88
10583,RDE,DRH,1065,1.31
10584,RDE,OJU,2163,2.69
10585,RDE,WET,2973,3.51
10586,RDE,BRG,3670,4.4
10587,RDE,WASS,3153,3.82
10588,RDE,LMU,2162,2.56
10589,RDE,TRT,1562,2.02
10590,RDE,PLW,2809,3.57
10591,RDE,ONI,1804,2.21
10592,RDE,PGK,2076,2.76
10593,RDE,RGT,1252,1.48
10594,RDE,EWI,3457,4.45
10595,RDE,SHE,1412,1.72
10596,RDE,LYK,1639,2.07
10597,RDE,TMY,3051,3.95
10598,RDE,WUB,2066,2.7
10599,RDE,MDC,1688,2.24
10600,RDE,OTI,2861,3.77
10601,MDP,BKS,3538,4.69
10602,MDP,TJQ,1065,1.29
10603,MDP,TMH,3121,3.77
10604,MDP,NPO,747,0.93
10605,MDP,DJJ,1044,1.3
10606,MDP,PSU,2627,3.3
10607,MDP,GNS,3657,4.69
10608,MDP,GYO,3117,4.01
10609,MDP,RDE,1861,2.44
10610,MDP,TMB,752,0.97
10611,MDP,PLM,3128,4.12
10612,MDP,AHI,3596,4.63
10613,MDP,BXW,1027,1.3
10614,MDP,SBG,3086,4.1
10615,MDP,RPI,2935,3.56
10616,MDP,KTG,456,0.55
10617,MDP,LBJ,3586,4.77
10618,MDP,SOC,1593,1.88
10619,MDP,LBW,1983,2.39
10620,MDP,SOQ,3620,4.46
10621,MDP,GEB,3459,4.47
10622,MDP,BTJ,779,0.95
10623,MDP,PKY,3039,3.63
10624,MDP,TKG,545,0.66
10625,MDP,PDG,1441,1.82
10626,MDP,PWL,678,0.8
10627,MDP,NTI,3265,4.08
10628,MDP,INX,2614,3.42
10629,MDP,WUB,1195,1.53
10630,MDP,ATS,2466,3.01
10631,MDP,PPR,2826,3.6
10632,MDP,BXT,1777,2.11
10633,MDP,CGK,3206,4.05
10634,MDP,BWX,579,0.7
10635,MDP,SHE,666,0.82
10636,MDP,ILG,2134,2.57
10637,MDP,MRB,1156,1.44
10638,MDP,UOL,201,0.26
10639,MDP,GHS,478,0.62
10640,MDP,DUM,2035,2.59
10641,MDP,KAZ,1161,1.5
10642,MDP,NDA,1029,1.29
10643,MDP,BEJ,3040,3.83
10644,MDP,KEQ,522,0.69
10645,MDP,TJB,2084,2.61
10646,MDP,FLZ,2555,3.09
10647,MDP,ZEG,1022,1.32
10648,MDP,SXK,3397,4.31
10649,MDP,KLP,2732,3.56
10650,MDP,WHI,3651,4.66
10651,ONI,TRK,3698,4.57
10652,ONI,SUB,3562,4.28
10653,ONI,OKQ,2170,2.83
10654,ONI,WET,3439,4.45
10655,ONI,PXA,2930,3.71
10656,ONI,MNA,2669,3.32
10657,ONI,MDC,1592,2.06
10658,ONI,DJB,3396,4.49
10659,ONI,BPN,1748,2.16
10660,ONI,LYK,273,0.33
10661,ONI,AMQ,364,0.48
10662,ONI,BEJ,1243,1.62
10663,ONI,NAM,1116,1.38
10664,ONI,AHI,3358,4.1
10665,ONI,KSX,2112,2.51
10666,ONI,GAV,2857,3.77
10667,ONI,BXM,1398,1.82
10668,ONI,SMQ,3681,4.52
10669,ONI,ZRI,2313,2.91
10670,ONI,PPJ,2163,2.71
10671,ONI,MSA,1968,2.54
10672,ONI,CJN,156,0.19
10673,ONI,UOL,3338,4.41
10674,ONI,GEB,3657,4.71
10675,ONI,CPF,1106,1.46
10676,ONI,DTD,2726,3.44
10677,ONI,PKU,1921,2.31
10678,ONI,TRT,2894,3.6
10679,ONI,MES,644,0.82
10680,ONI,BXW,501,0.64
10681,ONI,NRE,2768,3.43
10682,ONI,RSK,3601,4.74
10683,ONI,RPI,2898,3.62
10684,ONI,ARD,2885,3.74
10685,ONI,DPS,1337,1.77
10686,ONI,KAZ,1487,1.88
10687,ONI,FKQ,1559,1.99
10688,ONI,JKT,1722,2.14
10689,ONI,LSE,3070,4.02
10690,ONI,YIA,2334,2.89
10691,ONI,SXK,1765,2.27
10692,ONI,RGT,3369,4.27
10693,ONI,NBX,1671,2.19
10694,ONI,NDA,2565,3.02
10695,ONI,AYW,2929,3.75
10696,ONI,KEQ,488,0.58
10697,ONI,KTG,1076,1.3
10698,ONI,MDP,367,0.45
10699,ONI,BJG,717,0.92
10700,ONI,PWL,198,0.25
10701,MKQ,DTD,1656,2.15
10702,MKQ,NNX,3629,4.41
10703,MKQ,SIW,3680,4.85
10704,MKQ,KBU,3237,4.15
10705,MKQ,FLZ,1919,2.4
10706,MKQ,KWB,654,0.78
10707,MKQ,KLP,3697,4.71
10708,MKQ,NAM,1038,1.3
10709,MKQ,KEI,815,1.02
10710,MKQ,AEG,350,0.46
10711,MKQ,RKI,1176,1.47
10712,MKQ,LKA,3128,3.91
10713,MKQ,PKU,3307,4.13
10714,MKQ,LSW,2795,3.53
10715,MKQ,BKS,1954,2.57
10716,MKQ,HLP,2503,3.01
10717,MKQ,OJU,3068,3.84
10718,MKQ,BJK,1377,1.73
10719,MKQ,BUI,1089,1.34
10720,MKQ,TNJ,1834,2.2
10721,MKQ,BDO,2637,3.43
10722,MKQ,TJQ,2596,3.3
10723,MKQ,MXB,152,0.19
10724,MKQ,BXG,2360,3.09
10725,MKQ,OKQ,236,0.31
10726,MKQ,LBW,2477,3.12
10727,MKQ,AKQ,1375,1.79
10728,MKQ,SUB,1585,2.05
10729,MKQ,BJW,639,0.78
10730,MKQ,BXD,1175,1.47
10731,MKQ,GTO,1428,1.78
10732,MKQ,MOF,2466,3.24
10733,MKQ,NTX,1761,2.14
10734,MKQ,MKW,2253,2.69
10735,MKQ,AGD,613,0.79
10736,MKQ,PWL,1945,2.44
10737,MKQ,AKM,733,0.92
10738,MKQ,KDI,2482,2.96
10739,MKQ,LHI,2385,2.89
10740,MKQ,SBG,683,0.8
10741,MKQ,RAQ,3418,4.13
10742,MKQ,ATS,912,1.13
10743,MKQ,ZEG,1769,2.35
10744,MKQ,BXB,158,0.2
10745,MKQ,BTW,2876,3.54
10746,MKQ,SHE,1875,2.48
10747,MKQ,DRH,3659,4.61
10748,MKQ,TJG,399,0.49
10749,MKQ,NRE,1326,1.57
10750,MKQ,TKG,1627,2.08
10751,TIM,NTI,1599,2.04
10752,TIM,ELR,1344,1.59
10753,TIM,SMQ,1939,2.54
10754,TIM,BNE,3060,3.84
10755,TIM,TPK,821,0.97
10756,TIM,LPU,2219,2.74
10757,TIM,SQN,2908,3.48
10758,TIM,AGD,2712,3.29
10759,TIM,BTH,2330,2.96
10760,TIM,PCB,870,1.07
10761,TIM,IUL,2015,2.63
10762,TIM,MRB,3553,4.61
10763,TIM,RKI,2720,3.58
10764,TIM,LAH,327,0.42
10765,TIM,BDO,2099,2.65
10766,TIM,JKT,1782,2.34
10767,TIM,EWI,3465,4.52
10768,TIM,LUW,1484,1.97
10769,TIM,RSK,897,1.15
10770,TIM,AAP,568,0.69
10771,TIM,SBG,1017,1.24
10772,TIM,PWL,2592,3.3
10773,TIM,ABU,3464,4.14
10774,TIM,BUI,135,0.16
10775,TIM,PXA,2211,2.67
10776,TIM,TJQ,767,0.92
10777,TIM,PLW,603,0.72
10778,TIM,KEQ,3256,4.2
10779,TIM,WNI,2008,2.53
10780,TIM,SIQ,165,0.2
10781,TIM,ABY,1445,1.89
10782,TIM,PDG,2409,2.9
10783,TIM,TMY,511,0.68
10784,TIM,SOC,1544,1.93
10785,TIM,PPJ,3497,4.14
10786,TIM,BXG,3051,3.62
10787,TIM,RTG,1186,1.53
10788,TIM,TRK,402,0.49
10789,TIM,SWQ,1192,1.57
10790,TIM,BJW,909,1.11
10791,TIM,CJN,661,0.81
